0.021015647,0.231459678,0.025104646,0.150889419,0.025928802,0.108322994,0.027020964,0.096383578,0.026546885,0.07911405,0.026997509,0.069426668,0.027430599,0.062948717,0.027491192,0.055382064,0.027513333,0.059698863,0.026341753,0.04951201
0.062307533,0.673355504,0.073438805,0.423313067,0.076466429,0.333371122,0.078878787,0.278238107,0.078353603,0.23887339,0.0791397,0.20627657,0.079566105,0.193859038,0.079721223,0.178539987,0.079734874,0.168325234,0.078663266,0.160168949
0.103599419,1.079564895,0.121772965,0.697668798,0.127004055,0.534182304,0.13073661,0.459211492,0.130160322,0.379528692,0.131281891,0.349213827,0.131701612,0.322632718,0.131951253,0.293984289,0.131956414,0.273026451,0.130984779,0.254385977
0.144891305,1.425180995,0.170107124,0.947842333,0.177541682,0.70765421,0.182594433,0.608124797,0.181967041,0.52368397,0.183424083,0.466414672,0.183837118,0.434231096,0.184181283,0.402928349,0.184177955,0.373985078,0.183306292,0.356678751
0.186183191,1.717100056,0.218441284,1.161368624,0.228079308,0.887653934,0.234452256,0.768289632,0.233773759,0.648224798,0.235566274,0.589086432,0.235972624,0.538515589,0.236411314,0.505372167,0.236399495,0.4733919,0.235627804,0.460317483
0.227475077,1.897473898,0.266775443,1.30509064,0.278616935,1.047294623,0.286310079,0.897614433,0.285580478,0.778307254,0.287708465,0.707905434,0.28810813,0.636554517,0.288641344,0.604869208,0.288621036,0.56312276,0.287949317,0.53886372
0.268766963,2.032386033,0.315109603,1.452552171,0.329154561,1.181922782,0.338167902,0.999691556,0.337387196,0.883744044,0.339850656,0.817169602,0.340243636,0.742893472,0.340871374,0.700466104,0.340842576,0.669193216,0.34027083,0.651828014
0.310058849,2.038545793,0.363443762,1.51718345,0.379692188,1.266073461,0.390025725,1.101904239,0.389193915,0.977368412,0.391992847,0.90193024,0.392379142,0.832468017,0.393101405,0.793029553,0.393064117,0.745688089,0.392592343,0.69797513
0.351350735,2.008416532,0.411777922,1.553706044,0.430229814,1.305175735,0.441883548,1.169548972,0.441000633,1.037305508,0.444135038,0.979139475,0.444514648,0.907414792,0.445331435,0.844251462,0.445285657,0.806299779,0.444913855,0.779693982
0.392642622,1.912069851,0.460112081,1.533325689,0.480767441,1.358949441,0.493741371,1.21286058,0.492807352,1.102565485,0.496277229,1.026913653,0.496650154,0.955324846,0.497561465,0.899546856,0.497507198,0.872479711,0.497235368,0.823437602
0.433934508,1.748635349,0.508446241,1.480099929,0.531305067,1.341563471,0.545599194,1.228721169,0.54461407,1.157690114,0.548419421,1.064285388,0.54878566,0.998057657,0.549791496,0.974862996,0.549728738,0.939207339,0.549556881,0.888620404
0.475226394,1.549246596,0.556780401,1.387733915,0.581842694,1.310087756,0.597457017,1.20601477,0.596420789,1.147117268,0.600561612,1.09017591,0.600921167,1.035037973,0.602021526,1.007190868,0.601950279,0.946966365,0.601878394,0.945919739
0.51651828,1.349924797,0.60511456,1.298234863,0.63238032,1.253340985,0.64931484,1.184528417,0.648227508,1.149304754,0.652703803,1.106742762,0.653056673,1.064211334,0.654251556,1.029118352,0.654171819,0.987495869,0.654199906,0.97293503
0.557810166,1.121009368,0.65344872,1.143792905,0.682917947,1.175782756,0.701172663,1.14128459,0.700034226,1.136909004,0.704845994,1.089405359,0.705192179,1.065033119,0.706481587,1.029811711,0.70639336,1.023643804,0.706521419,0.981299195
0.599102052,0.912514882,0.701782879,1.008609447,0.733455573,1.07191936,0.753030486,1.091669415,0.751840945,1.084773939,0.756988185,1.074456665,0.757327685,1.064950941,0.758711617,1.014644479,0.7586149,1.018531975,0.758842932,1.001969257
0.640393938,0.728592483,0.750117039,0.864451154,0.7839932,0.965147531,0.804888309,1.001928305,0.803647663,1.043430467,0.809130376,1.03770137,0.809463191,1.031257763,0.810941647,1.035791934,0.810836441,1.002922639,0.811164445,0.996777707
0.681685824,0.557525235,0.798451198,0.706394332,0.834530826,0.851072303,0.856746132,0.917880741,0.855454382,0.985899605,0.861272567,0.989696027,0.861598697,1.010466607,0.863171678,1.000343946,0.863057981,0.985578933,0.863485957,0.991297737
0.72297771,0.409824902,0.846785358,0.575573642,0.885068453,0.720774477,0.908603955,0.813770209,0.9072611,0.887025271,0.913414759,0.924353281,0.913734203,0.948010962,0.915401708,0.965762657,0.915279522,0.948883301,0.91580747,0.974953967
0.764269596,0.291584292,0.895119517,0.45578452,0.935606079,0.617169609,0.960461778,0.695696937,0.959067819,0.803463335,0.96555695,0.845063557,0.965869709,0.882103819,0.967631738,0.911073952,0.967501062,0.931904726,0.968128983,0.933229282
0.805561482,0.206151099,0.943453677,0.33269216,0.986143706,0.49404592,1.012319601,0.613953903,1.010874537,0.725734692,1.017699141,0.766159109,1.018005215,0.819812531,1.019861769,0.846678219,1.019722603,0.87759154,1.020450496,0.89063934
0.846853368,0.132033117,0.991787837,0.24618472,1.036681332,0.387791146,1.064177424,0.492288275,1.062681256,0.611329213,1.069841332,0.687100551,1.070140722,0.749960821,1.072091799,0.791816175,1.071944143,0.816249589,1.072772008,0.844299944
0.888145255,0.084361931,1.040121996,0.177003697,1.087218959,0.294139585,1.116035247,0.416645467,1.114487975,0.523975635,1.121983523,0.604728622,1.122276228,0.668521946,1.124321829,0.717020054,1.124165684,0.761571273,1.125093521,0.768734042
0.929437141,0.05081802,1.088456156,0.112497068,1.137756585,0.21535335,1.16789307,0.315313928,1.166294693,0.425101301,1.174125714,0.499394266,1.174411734,0.577139475,1.17655186,0.626190003,1.176387224,0.677956352,1.177415034,0.715088019
0.970729027,0.027986736,1.136790315,0.073169838,1.188294212,0.145163152,1.219750893,0.218455887,1.218101412,0.346862245,1.226267906,0.416097676,1.22654724,0.490523356,1.22878189,0.532066495,1.228608764,0.590598842,1.229736547,0.62125555
